,Listing title,eBay item ID,Store category L1,Store category L2,Quantity sold,Total sales (Includes taxes),Item sales,Taxes and government fees paid by buyer to you,Taxes and government fees paid by buyer to eBay,Shipping and handling paid by buyer to you,Total selling costs,Insertion fees,Optional listing upgrade fees,Final value fees,Promoted Listings - General fees,Promoted Listings - Priority fees,Ads Express fees,Promoted Offsite - Fees,International fees,Other eBay fees,Deposit processing fees,Fee credits,Shipping labels cost (Amount you paid to buy shipping labels on eBay),Net sales (Net of taxes and selling costs),Average Selling price,Quantity sold via promoted listing,Quantity sold via Best Offers,Quantity sold via Seller Initiated Offers
100,"Burts Bees Coconut & Lotus Face Wipes, Micellar Makeup Remover, 30 Ct (3-Pack)",364794552333.0,Other,-,1.0,26.13,24.22,$0.00,$1.91,$0.00,$5.98,$0.00,$0.00,$3.63,$2.35,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,18.24,26.13,1,0,0
101,Salicylic Acid Toner for Face - Hydrating Exfoliant with Vitamin E,364796828533.0,Other,-,1.0,8.57,8.08,$0.00,$0.49,$0.00,$5.72,$0.00,$0.00,$1.36,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.36,2.36,8.57,0,0,0
102,"ROKKISS Tea Tree Peeling Gel - Gentle Exfoliation, Aloe Vera, Korean Skin Care.",364796877741.0,Other,-,1.0,35.51,32.94,$0.00,$2.57,$0.00,$12.17,$0.00,$0.00,$4.79,$3.02,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.36,20.77,35.51,1,0,0
103,"Natural Bioidentical Estrogen Cream for Menopause Relief, 3-Month Supply (4oz)",364796953474.0,Other,-,1.0,38.05,35.56,$0.00,$2.49,$0.00,$8.33,$0.00,$0.00,$5.10,$3.23,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,27.23,38.05,1,0,0
104,"CZZXI Face Scrub w/ Manuka Honey, Vitamin C - Gentle Exfoliator 4.23oz.",364797013249.0,Other,-,1.0,29.3,27.64,$0.00,$1.66,$0.00,$8.38,$0.00,$0.00,$4.02,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.36,19.26,29.3,0,0,0
105,Foaming Heavy Oil Stain Cleaner 3-Pack - Kitchen Spray,364797969495.0,Other,-,1.0,37.57,34.51,$0.00,$3.06,$0.00,$5.04,$0.00,$0.00,$5.04,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,29.47,37.57,0,0,0
106,GlyMed Plus GlyMed Plus Cell Science Mega-Purifying Cleanser 6.75fl oz.,364797977091.0,Other,-,1.0,64.73,58.71,$0.00,$6.02,$0.00,$12.40,$0.00,$0.00,$8.39,$4.01,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,46.31,64.73,1,0,0
107,"Pacifica Beauty Moisture Rehab Makeup Removing Wipes, 30ct, Vegan & Cruelty Free",364798041390.0,Other,-,1.0,25.49,25.49,$0.00,$0.00,$0.00,$5.13,$0.00,$0.00,$3.55,$1.58,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,20.36,25.49,1,0,0
108,"Neutrogena Blackhead Eliminating Scrub, Exfoliating Face Wash (Pack of 6)",364798589090.0,Other,-,1.0,55.12,52.0,$0.00,$3.12,$0.00,$13.30,$0.00,$0.00,$7.21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.09,38.7,55.12,0,1,0
109,"Bior Deep Pore Cleansing Facial Wipes, 60 Count",364798629654.0,Other,-,1.0,20.77,18.97,$0.00,$1.80,$0.00,$9.30,$0.00,$0.00,$2.97,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.33,9.67,20.77,0,0,0
110,Lancme Advanced Gnifique Skincare Gift Set - Includes Face Serum & Night Cream,364798864073.0,Other,-,1.0,207.89,207.89,$0.00,$0.00,$0.00,$29.04,$0.00,$0.00,$26.07,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2.97,178.85,207.89,0,0,0
111,Lancme Advanced Gnifique 2-Piece Skincare Gift Set: Face Serum & Night Cream,364798869899.0,Other,-,1.0,207.89,207.89,$0.00,$0.00,$0.00,$29.04,$0.00,$0.00,$26.07,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2.97,178.85,207.89,0,0,0
112,Triple Action Anti Aging Peel Pads: Smooth Skin Solution,364799913024.0,Other,-,1.0,51.28,47.05,$0.00,$4.23,$0.00,$11.09,$0.00,$0.00,$6.73,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.36,35.96,51.28,0,0,0
113,"Biore Blackhead Removal Pore Strips, 24 Ct, Deep Cleansing and Unclogging",364800072114.0,Other,-,1.0,25.69,24.07,$0.00,$1.62,$0.00,$3.57,$0.00,$0.00,$3.57,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,20.5,25.69,0,0,0
114,HAPPY by Clinique Eau De Parfum Spray 3.4 oz Women,364824467353.0,Other,-,1.0,29.76,26.99,$0.00,$2.77,$0.00,$13.17,$0.00,$0.00,$4.08,$3.57,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.52,13.82,29.76,1,0,0
